stt,logo_name,company_name,title,salary,distance_time,feature_new_text,skill,location_detail,reason_job,job_description,skill_experience,love_working,slogan
482,logo-482.png,Fram,ReactJS Frontend -2 months SIGNON BONUS,You'll love it,5d,Hot,ReactJS-JavaScript-English,"Floor 22nd, TNR Tower, 180-192 Nguyen Cong Tru Street, Nguyen Thai Binh Ward, District 1, Ho Chi Minh","Gain very attractive salary and benefits
Be a Developer, not a Coder
Work and learn in 100% Swedish environment","fram^ helps Scandinavian and Northern European companies leverage the talent and power of Vietnamese rockstar developers and other online industry talent. fram^ is a very different company. First of all, our culture is different – we believe that to write world class code you need to work in an environment that energizes you and with colleagues that inspire and challenge you. Hence, we sit in a specially designed, Scandinavian office on Nguyen Cong Tru in central Ho Chi Minh City. We also hire Vietnam’s top 2% developers and internet industry talent. Come and visit us to find out if you have what it takes to become a key player in our team, serving Scandinavian and global clients from our base in Ho Chi Minh City!

Signing bonus: 2 months of salary

What you will do

Responsible for creation of all coded Front-end deliverables
Responsible for mentorship and guidance to technical team members in all project activities on multiple small to medium-sized projects or one large project
Able to shift between a creative and a technical focus depending on the project need and/or the type of project
Work in cross functional teams with product managers, UX designers and QA engineers to ship software on-quality and on-time","Bachelor or higher degree in Computer Science or similar degrees
At least 3 years of experience in ReactJS
Deep understanding of object-oriented JavaScript and Typescript.
Expertise in developing and testing across multiple browsers, platforms
Understanding of good design principles and ability to adhere to complex design specifications during implementation
English requirement: Upper Intermediate","We believe that company grows as individual grows. As long as you know what you want to achieve in your career, we'll support you with everything we have.

Very attractive salary with 13th-month salary, sign-on & performance bonus
Annual sponsored on-site trip to client's country
Mon-Fri flexible working time and 5 remote working days per month
Sponsored education of tech talks, online or short courses you like to learn
Permanent employment and continuous development in your career path
We have more benefits for you.

Leading Swedish-Vietnamese IT Engineering and Venture Building Company. Tuoi Tre, Cafebiz, Bao Moi, etc. stated the 1st company in Vietnam listed in prestigious NASDAQ stock exchange. You'll have our shares!
Unique Culture You Can Find No Where. Fram^ brings to Vietnam a truly Scandinavian working culture that's humble, equal and open.
Rest and Relaxation, 12 Annual Leaves plus 3 extra holidays (Swedish National Day, Christmas & Birthday).
We Never Pay for Clinic. Yearly check-up, plus premium healthcare package for you and your family.
We Work in Happiness. Genuine work/ life balance served here! Cool activities all the time - Beer Time, Quarterly Meeting, Teambuiding, Company Trip, Charity Events, Sport Clubs, etc.",none
483,logo-483.png,LINE Vietnam,Senior Java Engineer - Up to $3000++,You'll love it,5d,Hot,Java-Spring-Cloud-Fresher Accepted,"Viettel Building, 285 Cach Mang Thang Tam Street, Ward 12, District 10, Ho Chi Minh","Attractive salary and bonus
Training and Workshop with Global Teams
Premium Healthcare","Responsibilities  

Being a part of Global LINE Development Team you will contribute to the development of LINE’s offers and services
Kick-start the development of new products for LINE users in Vietnam
Take responsibilities in developing for any future products for Vietnam market
Show initiatives and demonstrate ownership of the product by suggesting new features and provide insights during product development
Work closely with fellow global LINE engineers in other countries
Promote company’s reputation as “best place to work”","Requirements

At least 3 years (or equivalent) experience in Java Enterprise
In-depth experience in designing, developing, testing and deploying backend API across development environments DEV, TEST, STAG and PRODUCTION.
Experience in Server Architecture Design for handling massive traffic.
Experience in Cloud-based, Containerized application development.
Deep knowledge and experienced in Object-Oriented programming and applying Design Patterns.
Experience in Web Development using Spring/Spring Boot framework
Experience in constructing & operating storage in Large Data Distributed Environments (MySQL, Hadoop, HBase, Redis, MongoDB)
Experience in Data Structure, Algorithm, Distributed Service.
Good at communication skills in general and English","Dynamic, Innovative and Friendly Working Environment.
Top Attractive Salary.
Working with top professional experts with latest and challenging technologies for Line app and Line eco-system.",none
484,logo-484.png,LINE Vietnam,Frontend Engineer (VueJS / ReactJS),You'll love it,5d,Hot,JavaScript-ReactJS-VueJS,"Viettel Building, 285 Cach Mang Thang Tam Street, Ward 12, District 10, Ho Chi Minh","Attractive salary and bonus
Training and Workshop with Global Teams
Premium Healthcare","We are looking for bright, creative, self-starting engineers with broad experience developing and optimizing UX/UI for web application. 

Responsibilities

Implement frontend for web applications with modern technologies (HTML5/ CSS3/ JavaScript..) and framework (Vuejs/ Reactjs…)
Improve the efficiency of existing products
Build the architecture and design of new products and features
Research new technologies to apply in the current and future projects
Implement UI components and libraries
Write technical specifications based on conceptual design, business/technical requirements","Qualifications

Fluent in JavaScript, HTML5, CSS3 and have interest in core.
Passionate about development, building highly functional, great eyes on details, always look for UX improvement to deliver outstanding user experience.
Familiarity with source control (git/git-flow) and code review.
Experience in SPA development based on MV*
Basic understanding of server, database and good experience in RESTful API design and development.
High ownership, self-sufficient and continious effort to find solutions for doing repeated tasks, easily adapt and learn new things.
Good at both verbal and non-verbal English","Attractive Salary and Benefits
Performance appraisals every year
Working in a very Silicon Valley start-up style with a professional, international environment.
Developing your career in a famous product company and working with latest technologies in the world.
Various training on hot-trend technologies, best practices and soft skills
Company trip, big annual year-end party every year, team building, etc.",none
485,logo-485.png,LINE Vietnam,Senior Automation QA Engineer (Tester),You'll love it,5d,Hot,QA QC-Tester,"Viettel Building, 285 Cach Mang Thang Tam Street, Ward 12, District 10, Ho Chi Minh","Attractive salary and bonus
Training and Workshop with Global Teams
Premium Healthcare","Position Summary

We are looking for engineer with broad experience control and evaluate project quality. We expect candidates with capable of automation and manual testing (Related to APIs, Mobile, Web, service servers, databases,…).

Responsibilities

Ensure the assigned tasks to be performed on-time and with high quality
Provide functional and regression level testing for API, Web and Mobile Applications
Develop and execute automated functional and regression test cases and integrate into the CI/CD pipeline
Participate in code and design reviews to maintain our high development standards","Qualifications

Strong experience in automation testing
Strong computer science fundamentals in algorithms and data structures
Experience in Database testing, be able to test at Function level and Non-Function level
Experience with test frameworks: REST- Assured, JUnit, and TestNG
Be able to execute some basic non-functional testing such as Performance, Security, etc.
Prefer candidates being capable of executing automation test for the project if necessary, with any program language: Java, Python, etc.
Ability to evaluate, predict risk when receiving a project or to analyze the problems related logic(such as mistake or lack...), latent errors in the system is big plus.","Competitive salaries and benefits according to experience and education level
Developing your career in a famous product company and working with the latest technologies in the world
Working in a very Silicon Valley start-up style with a professional, international environment
A latest Macbook Pro 15"" model with a 27"" monitor, free snack and drink at office's pantry
Working with top professional experts with latest and challenging technologies for Line app and Line eco-system.",none
486,logo-486.png,LINE Vietnam,Blockchain Engineer (Go),You'll love it,5d,Hot,Blockchain-Golang,"Viettel Building, 285 Cach Mang Thang Tam Street, Ward 12, District 10, Ho Chi Minh","Attractive salary and bonus
Training and Workshop with Global Teams
Premium Healthcare","Responsibilities

Develop/Enhance LINE Blockchain MainNet/ TestNet and Research/Develop its application service
Research/Design/Develop/Operate next generation’s Blockchain platform
Research/Design/Develop/Operate Blockchain Protocol Standard for dAPP
Research/Develop/Operate Consensus Algorithm to improve Blockchain Performance
Design/Develop/Operate Scaling Algorithm for Blockchain’s usability
Develop on-chain governance for Blockchain platform
Research/Design/Develop/Operate Central Bank Digital Currency (CBDC) Platform ","Qualifications

Have an interest in Blockchain technology and services that are utilizing it
Proficient in Go language
Skilled in acquiring new languages and adaptive in given tasks
Understand and can apply data structures, algorithms necessary for distributed systems
Experienced with using JIRA, Confluence, GitHub
Actively expresses one’s opinion and can positively contribute to the team and project
Open to Pair Programming and Code Review, well aware of the necessity of writing Test Code
Those who value the equality structure between team members; those with an open mindset, who can communicate smoothly with business, planning, development and UX members about various issues while creating a service.
Have a lot of interest and understanding in Cryptocurrency and its related newest trends
Want to actively participate in global challenges when developing LINE Blockchain Platform in order to create a successful service experience
Those who have no reasons for disqualification for overseas business trip/work
Fluent English
Preferred if

Those who have experience in design review and analysis for open-source blockchain core technologies such as Ethereum, EOS, Cosmos, Substrate, Algorand, etc.
Those who have vast basic knowledge of consensus algorithms, blockchain protocols, and smart contract operating environments
Experience in distributed network programming
Those with global service/platform operation and development experience
Those who have experience working as an open-source contributor ","Dynamic, Innovative and Friendly Working Environment.
Top Attractive Salary.
Working with top professional experts with latest and challenging technologies for Line app and Line eco-system.",none
487,logo-487.png,Tenpoint7,Fullstack Dev (JavaScript/NodeJS/Python),"Up to $3,000",5d,Hot,JavaScript-Python-NodeJS,"104 Mai Thi Luu, Dakao, District 1, Ho Chi Minh","Online interview
Bonus on 13th salary
Flexible hours + work remote","WHO YOU ARE

The ideal candidate has extensive experience designing and building web applications based on React, Redux, Flask (Python), and many others. Worked with cloud providers like AWS, Azure, GCP,... and familiar with Linux. Even if you do not possess skill in these technologies, but you want to learn, please do apply! You must enjoy learning new things and don’t hesitate to work on frontend, backend or devops.

RESPONSIBILITIES

Define, develop, and maintain the TenPoint7 system.
Gather, analyze, and document project functional requirements
Define epics, user stories, tasks, and subtasks for projects
Design and develop new features for the system.
Maintain and enhance existing features of the system
Create unit tests, perform unit testing and fix bugs
Communicate project status to team members
Maintain quality standards of excellence and ensure compliance with TenPoint7 delivery standards and best practices","TECHNICAL REQUIREMENTS

Frontend skills (Prefered): Javascript (React), HTML5, CSS.
Backend skills: Know at least one of these languages: Python, Node.Js, Java and SQL (MySQL/Postgres)
Experience with AWS is preferred
QUALIFiCATIONS

Bachelor of Science degree in computer science.
2+ years of experience in web application development. (For Junior)
Good verbal and written English language with strong communication skills
PERSONAL ATTRIBUTES

Drive – determined to work hard and get things done
Integrity – always reliable and professional for our clients and our team members
Team Oriented – Collaboratively create productive, cohesive, intercontinental teams
Innovative – solve complex problems in new and unique ways
Analytical – Understand data and all its potential
Self-Reliant and self-confident
Persistent and fearless
Powerfully passionate","Competitive salary w/ bonus on 13th month
Paid premium healthcare
Paid full salary for insurance
Using and improving English every day
No limit on your career development, we take excellent care of our talents.
Two days off per week,15 days of annual leave per year.
Company trip, team building every year
Happy hours with free snacks, soft drinks, fruit, and coffee etc.
Celebrating party: team lunch, birthday, welcome, other activities.",none
488,logo-488.png,LINE Vietnam,[Urgent] App Security Engineer (Java),You'll love it,5d,Hot,Java-Networking-Android,"Viettel Building, 285 Cach Mang Thang Tam Street, Ward 12, District 10, Ho Chi Minh","Attractive salary and bonus
Training and Workshop with Global Teams
Premium Healthcare","Position Summary

We work to make LINE's products and systems safe. You'll be primarily tasked with finding problems through code reviews. This position requires knowledge of Security & Hacking in application-level. LINE is a global messenger service serving users all around the world, and we take safety and privacy of our customers very seriously. Members of the LINE Security team working in Japan, Korea, Taiwan, and Thailand are collaborating globally. We are looking for people who have hacker mindset, yet understand the importance of business. We don't just look for vulnerabilities, we spend our time thinking about making our products
and customers safe.
Responsibilities

Code audits, design reviews, and security assessment task
Hunting new attack vectors through research
Mitigating security vulnerabilities
Hacker mindset as defender, helping developers and securing the products ","Qualifications

3 years of experience in application-level security testing and code auditing.
Work experience in web application security, especially Java applications
Work experience in mobile security
Knowledge of software engineering, applied cryptography, authentication, and network security
We'd love to check your git hub repos and presentations in the fields of information security
Work experience in mobile security ","Dynamic, Innovative and Friendly Working Environment.
Top Attractive Salary.
Working with top professional experts with latest and challenging technologies for Line app and Line eco-system.",none
489,logo-489.png,TEKMEDI,"Qc Engineer (QA QC, Tester, Agile/scrum)","Competitive, negotiation",5d,Hot,QA QC-Agile-Tester,"The Sun Avenue, No. 28 Mai Chi Tho, An Phu Ward, District 2, Ho Chi Minh","Attractive salary and benefits package.
Performance review one a year.
Development opportunities: great career path,…","Perform different kinds of tests such as Web, Mobile
Report bugs and help to investigate and troubleshoot them
Work and report on quality assurance progress across teams.
Assist QA Lead during testing process on the test plans and test cases development
Communicate and support business users regarding issues with software system.","Skills and experiences:

Bachelor’s degree in Computer Science.
Minimum 1 years of practical experience in software testing in either web testing, mobile testing
Experience in analyzing specification requirements, developing, performing test cases as well as creating testing reports.
Working knowledge of test management software (e.g. Testrail, Jira).
Nice to have:

ISTQB/ISEB Certificate or equivalence.
Experience in working with agile/scrum methodology.
Soft-skill:

Communication
Organized, Proactive, and Results Driven
Problem Solving
End User Empathy & Understanding of Business Strategy
Hard skill:

Unit testing
System testing
Black box testing
Load testing
User acceptance testing (UAT)
Scalability testing","Attractive salary and benefits package.
Internal events: Engagement activities, Team building, Tekmedi's birthday, Year-end party…
Annual leave: 12 days/year, be increased 1 more days with 3 working years.
Performance review one a year.
Annual bonus - 13th month salary, Yearly bonus - based on employees and company business performance.
Development opportunities: great career path, working with talented team, approaching newest technologies, and challenging with new projects.
Cover medical, social, unemployment insurance as well as personal income tax",none
490,logo-490.png,KMS Technology,"Sr/Jr Fullstack (NodeJS,ReactJS) - BONUS",You'll love it,5d,Hot,ReactJS-NodeJS,"02 Tan Vien, ward 2, Tan Binh, Ho Chi Minh","Inspired Leadership Team and Talented Colleagues 
Onsite opportunities: North America, Europe, Asia
Attractive salary and benefits","Full 13th Month Salary. ***Apply and Join in Sep 20 - Nov 30, 2021

-----------------------------------------------------------------------------------------

Acknowledgement of Covid-19 pandemic.

All KMSers will need to working from home to ensure safety. New member will get designated supports:

Working devices will be delivered at door upon the new member's joining date.
Onboarding will be organized virtually by both the HR personnel and the new team.
The HR personnel will be available for any support needs of the new member.
-----------------------------------------------------------------------------------------

Key Responsibilities: 

Love Coding
Follow Your Passion
Enjoy Every Single Working Day with Your Nice Colleagues and Our Kind Clients
Take Your Skill to the Next Level
The responsibility includes: design, coding, troubleshooting and working with the project team as well as customers on features/bug fixes.","General Requirements:

At least intermediate level of English level
Likely having 2+ years of experience depending on how fast of your learning and developing technical capability
Ability to self-learn and adapt to new technologies quickly
Technical Requirements:

Strong experience in NodeJS platform
Strong experience in HTML5, CSS3 and JavaScript/ES6
Experience in ReactJS
Understand practices for high code quality: maintainability, reusability, code reviewing, unit testing, etc.
Practice knowledge of website optimization techniques and fast page load times
Nice to have:

Experience in LESS, SASS, CSS framework
Knowledge or experience in using cloud platform (AWS/Azure/GCP)","Want to be the Best? Join KMS!
It’s positive to claim we’re one of the top IT companies in Vietnam:

From Vietnam, we have crafted brilliant products for millions of global users.
We build awesome global products to conquer the world from Vietnam: QASymphony, Kobiton, Katalon, Witurn, Sprynkl and many more to come.
We’re committed to investing in our people and building a workplace you’ll love coming to every day.
Perks you 'll love at KMS:

Working in one of the Best Places to Work in Vietnam
Building large-scale & global software products
Working & growing with Passionate & Talented Team
Diverse careers opportunities with Software Outsourcing, Software Product Development, IT Solutions & Consulting
Attractive Salary and Benefits
Performance appraisals every year
Onsite opportunities: short-term and long-term assignments in U.S, Europe, Asia.
Flexible working time
Various training on hot-trend technologies, best practices and soft skills
Premium healthcare insurance for you and your loved ones
Company trip, big annual year-end party every year, team building, etc.
Fitness & sport activities: football, tennis, table-tennis, badminton, yoga, swimming…
Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…
Free in-house entertainment facilities (foosball, ping pong, gym…), coffee (latte, cappuccino, espresso) and snack (instant noodles, cookies, candies…)
And much more, join us and let yourself explore other fantastic things!",none
491,logo-491.png,Netcompany,"Infrastructure Engineer (Azure, Cloud)",You'll love it,5d,Hot,Cloud-SQL-English,"4th Floor, Pax Sky Building, 26 Ung Van Khiem, Binh Thanh, Ho Chi Minh","International professional working environment 
Clear career path with strong academy system 
Keep up with the latest technology trends","Netcompany is currently looking for an Infrastructure Engineer to join our international Infrastructure team, which is a part of Netcompany Operations, on a permanent basis. You will join our strong and dedicated team based in Ho Chi Minh City, where you will have the opportunity to work closely with skilled colleagues in Vietnam, as well as our colleagues in Europe.

You will become part of an ambitious team, which ensures our operation and support of client solutions as well as internal systems.

Your daily work will contain:

Maintaining Microsoft-based environments for various projects based on SharePoint, Microsoft SQL servers, CRM and others
Participating in project work, as a part of development cycle, providing high level of availability of applications and systems based on SLA requirements
Reporting internally on tasks, activities and SLA goals.
Responding to customer requests, change management cycle, incidents etc. based on ITIL practices.","Are you experienced, ambitious and ready to take your career to the next level?

As a minimum, you must have the following technical competencies:

Good knowledge of Microsoft infrastructure and servers
Understanding TCP/IP from a server technical perspective
Experience writing scripts in PowerShell
Good understanding of Cloud Security principles
Knowledge of Azure and other Cloud Solutions
You need to be proficient in English, both written and spoken
 
It is also important that you:

Have an IT – related Degree
Are able to plan and manage your time
Have the ability to create technical documentation
Have at least two years of working experience
Have the ability to present your ideas to others
Have a great customer service mindset
It will be a plus if you have experience of Linux, and a big plus if you know MCSA.","You will be working on some of the largest, most complex and technically innovative IT solutions and projects for some of the most prestigious organizations in the world. As our new colleague, you will work with a lot of different and exciting solutions and technologies. You will get the chance to work with different programming languages and technologies as this will vary from project to project. 

A large part of our projects use technologies like Angular, React and node.js for the front-end, and Java or .NET for the back-end. Besides that, we work with SharePoint, Microsoft Dynamics CRM, Salesforce, Microsoft SQL-server, Sitecore, Oracle, Weblogic, and various DevOps tools, to name just a few. We are technology agnostic, stay up to date on new technologies, and always choose the right technology for the task .

In Netcompany we focus on improving your skills while you work on different projects. Our career development program and model are essential to ensure that we all keep improving continuously. Once you start working for Netcompany, you are automatically enrolled in our Netcompany Academy and mentoring program, where we focus on different areas ranging from developing technical skills to more personal skills.

In summary, there are several reasons why you will love to work for Netcompany in Vietnam:

Clear Academy system and mentoring program to help you develop your career within Netcompany
Performance appraisal twice a year to guarantee constructive feedback
Professional Scandinavian working environment that values innovation, creativity and new ideas along with being supportive, fun and flexible
Advanced technical solutions, agile culture and the opportunity to work with the latest technologies
Attractive salary that is adjusted annually based on your performance along with an annual performance bonus
Attractive Healthcare insurance program for you and your family.
Annual company trip
Various training on trending technologies, best practices, and soft skills
Management and leadership are accessible and encourage input from employees.
Working with a variety of clients and colleagues all over the world
Social and sports activities hosted by Netcompany After Dark (Friday bar, go-kart, BBQ, escape room, football, badminton, table tennis etc.)
We are growing rapidly in our Vietnam office, and therefore we are recruiting qualified  Developers and Consultants with various technical competencies  in  Ho Chi Minh City.",none
492,logo-492.png,FPT Software,Microsoft Dynamics Technical Consultant,You'll love it,5d,Hot,ERP-System Engineer-.NET,"FPT Software Đường D1 Phường Tân Phú , District 9, Ho Chi Minh","Global Exposure
Fast Track Career
Diversified Jobs &amp; Technologies","Signing Bonus Up to 25M – NO PROBATION

Technical Consultants are trained in enterprise resource planning (ERP) of Microsoft Dynamics Solutions, a business process management software that allows an organization to use integrated applications that automate, many functions related to technology, services, and human resources, thus freeing up company manpower.
The Technical Consultant provides technical design, customization on Microsoft Dynamics Solutions.
The Technical Consultant’s primary goal is to ensure the system deploys successfully, all the customization work well as the users’ business requirements.
The Technical consultant has known well about the system infrastructure, system landscape, the real business process, the technology inside the Microsoft Dynamics Solutions
Working place is in Vietnam. However, the candidate may go to support customers at its side in Vietnam and overseas.","Information Technology / Business Information System Diploma / Specialized in programming.
Have experience in developing ERP Software or web development or .Net, especially experience with Microsoft D365 BC or F&O is an advantage.
Logic Skills: understanding the functional design, make it into the ERP with user’s satisfaction, make the discussion about the business process.
Proficient in using MS Excel, MS Word, and MS PowerPoint.
Arrange a working time when having the pressure in work.
Proactive, self-controlling tasks, teamwork.
Communication, Presentation Skills.","Successful candidates will be part of a friendly, motivated and committed talent teams in FPT Software HCM (FSOFT) with various benefits and attractive offers:

Successful candidates will be offered a friendly, motivated working environment.
Get involve in major full-cycle project with large scale and opportunities to work directly with specialists and experts in system designing in Japanese top corporations in producing medical devices.
“FPT care” health insurance provided by PTI and is exclusive for FPT employees.
Company shuttle buses provide convenient way of transportation for all employees.
Annual Summer Vacation: following company’s policy and starts from May every year.
Other allowances: transportation support by company bus, lunch allowance, working on-site allowance, etc. plus company support for housing in District 9.
F-Town Campus provide many facilities for FPT Software employees such as football ground, basketball & volleyball, gym center, cafeteria, etc.",none
493,logo-493.png,FPT Software,SAP Functional Consultant - NO PROBATION,You'll love it,5d,Hot,SAP-System Engineer-English,"FPT Software Đường D1 Phường Tân Phú , District 9, Ho Chi Minh","Global Exposure
Fast Track Career
Diversified Jobs &amp; Technologies","Special offers: No Probation, get sign on bonus 35M VND

We are hiring 15 Junior/ Senior SAP Functional Consultants.

Provide in depth SAP FI, CO, SD, MM knowledge and solutions.
Articulate and manage consultation sessions with business users and stakeholders.
Understand business process requirement and prepare process blueprint.
Manage, keep track and follow up with assigned tasks promptly.
Work independently and proactively with strong commitment to deliver solutions to customers.
Setup and configure system in FI, CO, SD, MM function area to suit business process requirements.
Perform unit testing and support UAT and system integration testing.
Be effective in communicating with relevant users through development life cycle.
Be effective in communicating with technical team and manage technical development in FI, CO, SD, MM area.
Follow through development process; ensure proper documentation and knowledge transfer to support member.","Must to have:

Graduated from Business Information System, Information Technology, Industrial Management, Accounting – Auditing majors or a related area of study.
With Junior Consultant: at least 2 years of experience working as SAP FICO/SD/MM consultant and experience in minimum 2 full lifecycles of SAP ECC 6.0 implementing project.
With Senior Consultant: minimum 5 years’ experience/ 4 full lifecycle projects.
Fluent communication skill in English.
Nice to have:

Strong communication & documentation skills with the ability to communicate at all levels of the business.
Strong logic thinking is an advantage. Strong research and self-study skill.
Knowledge about SAP Hana and ABAP or SAP certification is an advantage.
Willing to go onsite (others provinces in Viet Nam/ Asia countries) when requested.","Successful candidates will be part of a friendly, motivated and committed talent teams in FPT Software HCM (FSOFT) with various benefits and attractive offers:

Successful candidates will be offered a friendly, motivated working environment.
Get involve in major full-cycle project with large scale and opportunities to work directly with specialists and experts in system designing in Japanese top corporations in producing medical devices.
“FPT care” health insurance provided by PTI and is exclusive for FPT employees.
Company shuttle buses provide convenient way of transportation for all employees.
Annual Summer Vacation: following company’s policy and starts from May every year.
Other allowances: transportation support by company bus, lunch allowance, working on-site allowance, etc. plus company support for housing in District 9.
F-Town Campus provide many facilities for FPT Software employees such as football ground, basketball & volleyball, gym center, cafeteria, etc.",none
494,logo-494.png,FPT Software,Software Data Engineer~60M -NO PROBATION,You'll love it,5d,Hot,Database-System Engineer-SQL,"FPT Software Đường D1 Phường Tân Phú , District 9, Ho Chi Minh","Global Exposure
Fast Track Career
Diversified Jobs &amp; Technologies","Are you a Data Engineer that enjoys helping business teams make good decisions with data?

Joining FPT to take your opportunity to work with a leading automotive company in the US,  which has more than 40,000 clients across five continents, bringing the best brands to propel the automotive industry forward and creating the future of automotive at industry-facing. 

What You’ll Do:

Architect data pipelines and ETL jobs to ingest data from different sources into a quarriable format for Analytics and Business Intelligence
Deliver gold standard dashboards providing key metrics to both internal and external customers
Define and implement architecture to enable outflow of data to our customers
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Provide ongoing support, monitoring, and maintenance of deployed products
Work directly with management and stakeholders to prioritize business and information needs","Must haves:

3+ years experience working with data as data engineer
Strong SQL query writing skills including ability to address query performance issues
English communication
BS in Computer Science or equivalent quantitative field
This is a technical role with software engineering experience.
Programming skills in Python or other high level languages like Java
Experience using data integration, data transformation, workflow management and ETL tools (SSIS, Pentaho, Informatica, Airflow, etc.)
Experience database systems such as MSSQL, Oracle, MySQL, PostgreSQL or data cloud such as Snowflake
Experience identifying the right tools and designing a data warehouse from scratch
Nice to have:

Experience with Amazon Web Services or other Cloud providers is a big plus
Experience with data warehouse design including understanding Star schema and other design approaches
Experience with advanced analytics (Machine Learning, Big Data)
Excellent interpersonal, leadership, presentation, and collaborative skills to work effectively with teams throughout organization
Delivering software working in an Agile environment","Successful candidates will be part of a friendly, motivated and committed talent teams with various benefits and attractive offers:

Opportunity to travel to Europe and work directly with customers.
Opportunity to learn and work with high standard of quality software development per Europe standard.
Have chance to build long-term relationships with colleagues via multiple projects.
Be a true part of customer team across Europe.
Attractive offer, plus annual compensation and performance bonus.
“FPT care” health insurance provided by AON and is exclusive for FPT employees.
Support for learning and certificate examination.
Company shuttle buses provide convenient way of transportation for all employees.
Salary review 1 time/year or on excellent performance
Annual Summer Vacation: follows company’s policy and starts from May every year
International, dynamic, friendly working environment
Annual leave, working conditions follow Vietnam labor laws.
Other allowances: transportation allowance, lunch allowance, working on-site allowance, etc.
FTown Campus provide many facilities for FPT employees such as football ground, basketball & volleyball, gym & yoga centre, restaurant, cafeteria, etc.",none
495,logo-495.png,"AtMAN VINA, INC.","IT-Database Administrator (DBA) ~$1,200","500 - 1,200 USD",5d,Hot,SQL-Database-IT Support,"Thuy Loi 4 Office Building, 286-288 Nguyen Xi St., Ward 13, Binh Thanh District, HCMC, Binh Thanh, Ho Chi Minh","Work in a comfortable, friendly environment
Flexible working time
Attractive salary (by agreement)","We are currently looking for an IT-DBA position. If you join us, your responsibilities will be: 

Installing and upgrading the database server and application tool
Allocating system storage and planning storage requirements for the database system
Modifying the database structure (as necessary, from information given by application developers)
Enrolling users and maintaining system security
Ensuring compliance with database vendor license agreement
Controlling and monitoring user access to the database
Monitoring and optimizing the performance of the database
Planning for backup and recovery of database information
Maintaining archived data
 Backing up and restoring databases
Contacting database vendor for technical support
 Generating various reports by querying from database as per need
 Managing and monitoring data replication
 Maintaining company internal network","Requirements

Graduated university in IT
2+ years of experience in DB (Oracle, MySQL, PostgreSQL, Couchbase, …)
2+ years of experience about systems (Unix, Linux, Network)
Ability to read and understand English technical documents correctly
Ability to good in teamwork
Dynamic, enthusiastic, not afraid of difficulties
Honest, careful, accurate
Nice to have:  

DBA certification is a plus (such as Oracle OCA, OCP, OCM, DB2, MySQL, MCSA, MCSE Data Platform,..)
Work organization skills, keep calm to handle and solve problems in case of “Data Disaster”
Ability to research independently, make timely decisions
DevOps tools experience in Jenkins, git, GitHub, MAVEN, etc.
Knowledge of K8S, experience with docker applications","Sign-on bonus (if you meet our requirements)
Flexible working time
Work in a dynamic, comfortable environment.
Opportunity for training and promotion.
Attractive salary (based on competency).
13th-month salary.
Interesting work on exciting projects.
Opportunity to learn and define your career path.
We truly value your thoughts and opinions
Improve technical skill/ soft skills from Training courses with experienced mentors
Agile working process.
An open environment to improve your English skills.
Welcome party, birthday gift, Gift on special days,…
Business trip (Korea, Indo,...).
Gas allowance and Parking fee.
Mini-billiard tables/ football club
Free tea/ coffee/ Cookies,...",none
